,Station Names,Station Codes,Latitude,Longitude,Pincode
1826,DAKOR,DK,22.7545° N,73.1497° E,388225
1827,DAKSHIN BARASAT,DBT,22.2251° N,88.4452° E,743372
1828,DAKSHIN DURGAPR,DKDP,21.9471° N,88.3604° E,743610
1829,DAL CHAPRA,DCP,,,277209
1830,DALADI,DL,22.5832° N,71.0691° E,363621
1831,DALAN,DLF,25.5929° N,87.5561° E,854337
1832,DALAUDA,DLD,23.9479° N,75.1005° E,458667
1833,DALBHUMGARH,DVM,22.5072° N,86.5565° E,832302
1834,DALELNAGAR,DLQ,26.5247° N,79.3754° E,241126
1835,DALGAON,DLO,26.5622° N,92.2002° E,735204
1836,DALIGANJ,DAL,26.8728° N,80.9276° E,226020
1837,DALIMGAON,DLX,25.6509° N,88.3798° E,733129
1838,DALKOLHA,DLK,25.8754° N,87.8436° E,733201
1839,DALLI RAJHARA,DRZ,20.5815° N,81.0711° E,491228
1840,DALMAU JN,DMW,,,229207
1841,DALMERA,DLC,,,334602
1842,DALPAT SINGHPUR,DPT,29.9258° N,73.5194° E,335023
1843,DALPATPUR,DLP,24.1296° N,79.0165° E,244902
1844,DALSANUR,DNU,13.2746° N,78.1650° E,563126
1845,DALSINGH SARAI,DSS,25.6727° N,85.8362° E,848114
1846,DALTONGANJ,DTO,24.0465° N,84.0768° E,822101
1847,DAM DIM,DDM,26.8642° N,88.6699° E,735209
1848,DAMALCHERUVU,DCU,13.4815° N,79.0440° E,517152
1849,DAMANJODI,DMNJ,18.7743° N,82.9125° E,763008
1850,DAMARACHERLA,DMCA,16.7245° N,79.6362° E,508355
1851,DAMCHERA,DCA,24.2382° N,92.2924° E,799256
1852,DAMLAI,DMLI,21.6877° N,73.2205° E,393110
1853,DAMNAGAR,DME,21.6945° N,71.5165° E,361008
1854,DAMODAR JN,DMA,,,713371
1855,DAMOH,DMO,23.8323° N,79.4387° E,470661
1856,DANAPUR,DNR,25.6241° N,85.0414° E,801105
1857,DANAULI PHLWRIA,DPL,,,851126
1858,DANDKHORA,DNQ,25.5670° N,87.6433° E,855114
1859,DANDUPUR,DND,25.3486° N,81.8293° E,230304
1860,DANEA,DNEA,23.8036° N,85.6589° E,825325
1861,DANGARI,DNGI,25.9900° N,81.9235° E,786154
1862,DANGARWA,DNW,23.3771° N,72.4591° E,382705
1863,DANGIDHAR,DGD,,,470232
1864,DANGOAPOSI,DPS,22.1702° N,85.5947° E,833203
1865,DANGTAL,DTX,26.4731° N,90.5033° E,783381
1866,DANISHPET,DSPT,11.8646° N,78.1271° E,636354
1867,DANIYAWAN BZR H,DNWH,,,803201
1868,DANKAUR,DKDE,28.3477° N,77.5533° E,203202
1869,DANKUNI,DKAE,22.6809° N,88.2970° E,712331
1870,DANTAN,DNT,21.9088° N,87.2693° E,721426
1871,DANTEWARA,DWZ,18.8998° N,81.3474° E,494449
1872,DANTLA,DTF,27.3739° N,75.2537° E,721426
1873,DANTRA,DTRA,25.8239° N,74.4877° E,303348
1874,DANWAR,DAR,25.1776° N,84.4265° E,203131
1875,DAOTUHAJA,DJA,25.2393° N,93.1705° E,788830
1876,DAPODI,DAPD,18.5853° N,73.8334° E,411012
1877,DAPPAR,DHPR,30.5175° N,76.8075° E,140506
1878,DAPSAURA,DPSR,25.9810° N,80.3102° E,209206
1879,DARA,DARA,,,325003
1880,DARAGANJ,DRGJ,25.4427° N,81.8812° E,211006
1881,DARASURAM,DSM,10.9493° N,79.3550° E,612702
1882,DARAULI,DRV,26.0774° N,84.1316° E,232329
1883,DARAZPUR,DZP,30.1994° N,77.1456° E,135106
1884,DARBARI,DBK,,,486881
1885,DARBHANGA JN,DBG,26.1548° N,85.9073° E,846004
1886,DAREKASA,DKS,21.2773° N,80.5938° E,441916
1887,DARIYAGANJ,DAYG,28.6448° N,77.2404° E,110002
1888,DARJEELING,DJ,27.0410° N,88.2663° E,734101
1889,DARLIPUT,DPC,21.9019° N,85.7423° E,764038
1890,DARRITOLA,DTL,23.5417° N,81.6679° E,497773
1891,DARSHANNAGAR,DRG,26.7626° N,82.1890° E,224123
1892,DARWHA M BGH JN,DWM,,,0
1893,DARYABAD,DYD,26.8885° N,81.5569° E,225403
1894,DARYAOGONJ,DRO,27.6001° N,79.0857° E,207244
1895,DARYAPUR,DYP,20.9238° N,77.3497° E,444803
1896,DASALWADA A RD,DTD,,,387365
1897,DASAMPATTI,DST,12.2538° N,78.4204° E,635306
1898,DASARA,DSME,,,231211
1899,DASHARATHPUR,DRTP,20.8401° N,86.4421° E,811212
1900,DASHNAGAR,DSNR,22.6034° N,88.3090° E,711105
1901,DASKALGRAM,DLM,23.7452° N,87.9455° E,731301
1902,DASNA,DS,28.6807° N,77.5218° E,201015
1903,DASUYA,DZA,31.8127° N,75.6614° E,144205
1904,DATEWAS,DTW,29.9074° N,75.6194° E,151503
1905,DATIA,DAA,25.6845° N,78.5661° E,475661
1906,DATIVLI,DTVL,19.1877° N,73.0583° E,400612
1907,DATTAPUKUR,DTK,22.7712° N,88.5444° E,743248
1908,DAUD KHAN,DAQ,31.4731° N,76.0058° E,202002
1909,DAUDPUR,DDP,27.0712° N,77.5361° E,841205
1910,DAULA KOT BHAI,DQV,,,152101
1911,DAULATABAD,DLB,19.9427° N,75.2132° E,431002
1912,DAULATPUR CHAUK,DLPC,31.7747° N,75.9985° E,0
1913,DAULATPUR HAT,DLPH,25.3306° N,88.3369° E,733125
1914,DAULATPUR HRYNA,DULP,29.4436° N,75.8641° E,125111
1915,DAUN KALAN,DOC,30.3910° N,76.4708° E,147021
1916,DAUND JN,DD,18.4639° N,74.5793° E,413801
1917,DAUNDAJ,DNJ,18.2136° N,74.1634° E,412305
1918,DAURAI,DOZ,26.3963° N,74.6197° E,305003
1919,DAURALA,DRLA,29.1130° N,77.7023° E,250221
1920,DAURAM MADHPURA,DMH,25.9086° N,86.7829° E,852113
1921,DAUSA,DO,26.8997° N,76.3324° E,303303
1922,DAUSNI,DSNI,29.7740° N,77.9846° E,247663
1923,DAVANGERE,DVG,14.4644° N,75.9218° E,577001
1924,DAVOL,DOW,22.4137° N,72.9475° E,388543
1925,DAYABASTI,DBSI,28.6693° N,77.1730° E,110052
1926,DAYADARA,DAY,21.8030° N,72.9298° E,400014
1927,DAYALPUR,DLPR,28.7204° N,77.2717° E,212507
1928,DAYANAND NAGAR,DYE,17.4554° N,78.5305° E,500047
1929,DD UPADHYAYA JN,DDU,25.2804° N,83.1207° E,276001
1930,DEBAGRAM,DEB,23.6886° N,88.3094° E,741137
1931,DEBARI,DRB,24.6054° N,73.8154° E,313024
1932,DEBIPUR,DBP,23.1422° N,88.1585° E,713146
1933,DEEG,DEEG,27.4724° N,77.3250° E,321203
1934,DEEN DAYAL DHAM,DDDM,,,281122
1935,DEENAPATTI,DEPI,25.8759° N,86.9248° E,852113
1936,DEFENCE OS QT,DF,,,0
1937,DEGANA JN,DNA,26.8961° N,74.3162° E,341503
1938,DEHRADUN,DDN,30.3165° N,78.0322° E,248001
1939,DEHRI ON SONE,DOS,24.9061° N,84.1912° E,821307
1940,DEHU ROAD,DEHR,18.6868° N,73.7419° E,0
1941,DEKARGAON,DKGN,26.6806° N,92.7630° E,784501
1942,DELANG,DEG,20.0361° N,85.7615° E,752016
1943,DELHI,DLI,28.7041° N,77.1025° E,0
1944,DELHI AZADPUR,DAZ,28.7147° N,77.1770° E,110009
1945,DELHI CANTT,DEC,28.5961° N,77.1587° E,110010
1946,DELHI KISHANGNJ,DKZ,28.6643° N,77.2005° E,0
1947,DELHI S ROHILLA,DEE,28.6628° N,77.1852° E,110005
1948,DELHI SAFDARJNG,DSJ,28.5647° N,77.1949° E,110021
1949,DELHI SHAHDARA,DSA,28.6894° N,77.2919° E,110032
1950,DELVADA,DVA,20.7765° N,71.0423° E,362510
1951,DEMU,DEMU,,,829207
1952,DENDULURU,DEL,16.7609° N,81.1665° E,534475
1953,DEOBAND,DBD,29.6880° N,77.6820° E,247554
1954,DEOGAN ROAD,DFR,20.5551° N,83.4298° E,767067
1955,DEOGHAR,DGHR,24.4852° N,86.6948° E,0
1956,DEOJHAR,DJHR,22.1131° N,85.4659° E,758038
1957,DEOKALI,DEO,26.5916° N,82.0639° E,0
1958,DEONAGAR,DNH,21.1154° N,79.0684° E,440015
1959,DEORAHA BABA RD,DRBR,,,274509
1960,DEORAKOT,DELO,26.7545° N,81.9065° E,224189
1961,DEORANIAN,DRN,28.6189° N,79.4873° E,243203
1962,DEORI,DOE,21.0657° N,80.3680° E,483220
1963,DEORIA SADAR,DEOS,26.5106° N,83.7849° E,274001
1964,DEOTALA,DOTL,24.6772° N,81.7199° E,732124
1965,DEPALSAR,DEP,28.2399° N,74.9296° E,331031
1966,DEPUR PH,DPUR,,,766110
1967,DERABABA NANAK,DBNK,32.0322° N,75.0304° E,143604
1968,DEROL,DRL,21.7671° N,72.9313° E,389320
1969,DEROWAN P. H.,DRWN,,,833103
1970,DESANG,DSX,27.0608° N,94.6927° E,785672
1971,DESAR ROAD,DSRD,,,391774
1972,DESARI,DES,25.6647° N,85.4040° E,844504
1973,DESHALPAR,DSLP,23.2031° N,69.4420° E,370040
1974,DESHAPRAN P.H.,DSPN,,,721626
1975,DESHNOK,DSO,27.7966° N,73.3443° E,334801
1976,DESUR,DUR,12.4367° N,79.4823° E,590014
1977,DESWAL,DSL,26.8520° N,73.8713° E,341514
1978,DETHLI,DHLI,28.7041° N,77.1025° E,384210
1979,DETROJ,DTJ,23.3334° N,72.1875° E,382120
1980,DEULA,D,22.2026° N,88.2875° E,743375
1981,DEULTI,DTE,22.4530° N,87.9175° E,711303
1982,DEVAKOTTAI ROAD,DKO,10.0381° N,78.7622° E,630001
1983,DEVALGAON AUCHR,DAV,,,431537
1984,DEVALIYA,DVY,21.1753° N,70.5127° E,274001
1985,DEVANAHALLI,DHL,13.2437° N,77.7172° E,562110
1986,DEVANGONTHI,DKN,12.9739° N,77.8403° E,562114
1987,DEVANUR,VNR,13.4282° N,76.0932° E,577548
1988,DEVARAPALLI,DPE,17.0350° N,81.5624° E,534313
1989,DEVARAYI,DEV,15.4590° N,74.5668° E,591301
1990,DEVARGUDDA,DAD,14.6684° N,75.5728° E,581115
1991,DEVARKADRE,DKC,16.6248° N,77.8410° E,509204
1992,DEVBALODA CHRDA,DBEC,21.2135° N,81.4520° E,490025
1993,DEVGAM,DVGM,21.7614° N,71.0691° E,385340
1994,DEVGARH MADRIYA,DOHM,25.5244° N,73.9004° E,313331
1995,DEVI HALT,DVH,,,480106
1996,DEVIGANJ,DGZ,25.9146° N,80.8021° E,854338
1997,DEVLALI,DVL,19.4728° N,74.6210° E,422401
1998,DEVPURA,DPZ,25.4263° N,75.6514° E,231210
1999,DEVRI P H,DRPH,,,482056
2000,DEVSANA,DEU,,,0
2001,DEVTHANA,DVN,18.9510° N,76.3029° E,431713
2002,DEWA,DEWA,27.0357° N,81.1706° E,225301
2003,DEWALGAON,DEW,21.4421° N,80.4299° E,441702
2004,DEWAN HAT,DWT,26.2372° N,89.4852° E,736134
2005,DEWANGANJ,DWG,23.4262° N,77.5777° E, 735122
2006,DEWAS,DWX,22.9676° N,76.0534° E,455001
2007,DHABAN,DABN,29.8791° N,74.5156° E,335063
2008,DHABLAN,DBN,30.3331° N,76.2776° E,147201
2009,DHACA RETURN,DHCZ,,,0
2010,DHAGARIA,DGF,23.2510° N,87.5062° E,722206
2011,DHAKA,DAKA,26.6581° N,85.1601° E,0
2012,DHAKIA TIWARI,DOT,28.0609° N,79.9025° E,242407
2013,DHAKURIA,DHK,22.5104° N,88.3711° E,700031
2014,DHALAIBIL,DQL,26.7789° N,92.9076° E,784182
2015,DHALGAON,DLGN,17.1160° N,74.9881° E,416403
2016,DHALPUKHURI,DHRY,25.9563° N,92.9001° E,782442
2017,DHAMALGAON,DMGN,27.3873° N,94.8375° E,786004
2018,DHAMANGAON,DMN,20.7933° N,78.1393° E,444709
2019,DHAMARA GHAT,DHT,25.6185° N,86.6113° E,851201
2020,DHAMARDA,DHMA,22.8470° N,74.3148° E,389154
2021,DHAMDHAMIA,DDX,24.9483° N,87.7628° E,816108
2022,DHAMNI,DNE,19.9359° N,73.0464° E,431702
2023,DHAMORA,DAM,27.8311° N,75.4520° E,243701
2024,DHAMPUR,DPR,29.3080° N,78.5033° E,0
2025,DHAMTAN SAHIB,DTN,29.6973° N,76.0189° E,126116
2026,DHAMTARI,DTR,20.7015° N,81.5542° E,493773
2027,DHAMUA,DMU,22.2842° N,88.3968° E,743610
2028,DHANA KHERLI,DXK,26.9493° N,77.5344° E,321404
2029,DHANA LADANPUR,DZL,28.7566° N,76.1632° E,0
2030,DHANAKWADA,DKW,24.1544° N,71.8393° E,385535
2031,DHANAKYA,DNK,26.9184° N,75.6054° E,303706
2032,DHANALA,DHNL,30.2821° N,75.5713° E,0
2033,DHANAPUR ORISSA,DIR,19.6591° N,84.3161° E,764002
2034,DHANARI,DN,28.3282° N,78.5114° E,202421
2035,DHANAURI,DNRE,29.7764° N,76.1755° E,811310
2036,DHANAWALA WADA,DHVR,,,0
2037,DHANBAD JN,DHN,23.8238° N,86.4346° E,826001
2038,DHANDARI KALAN,DDL,30.8636° N,75.9194° E,141010
2039,DHANDHERA,DNRA,29.4505° N,77.7652° E,247667
2040,DHANDHUKA,DCK,22.3819° N,71.9807° E,382460
2041,DHANERA,DQN,24.5064° N,72.0258° E,385310
2042,DHANETA,DAN,31.6684° N,76.3645° E,243505
2043,DHANG,DAG,29.8854° N,76.6211° E,843315
2044,DHANI KASAR,DKQ,24.9926° N,75.9238° E,0
2045,DHANICHHA,DCX,25.2203° N,83.4830° E,821105
2046,DHANMANDAL,DNM,20.6861° N,86.1275° E,754296
2047,DHANOLI P H,DNL,,,0
2048,DHANORA DECCAN,DHNR,19.4653° N,78.1328° E,431810
2049,DHANORI,DNZ,18.5968° N,73.8969° E,0
2050,DHANPURA,DNPR,29.8467° N,78.1101° E,0
2051,DHANSAR,DQS,23.7769° N,86.4149° E,0
2052,DHANSIMLA,DIM,23.2519° N,87.4678° E,722207
2053,DHANSIRI,DSR,,,782480
2054,DHANSU,DNX,29.2174° N,75.7967° E,125005
2055,DHANUVACHAPURAM,DAVM,8.3839° N,77.1284° E,695503
2056,DHAPDHAPI,DPDP,22.3159° N,88.4602° E,743387
2057,DHAPEWARA P H,DPW,,,481001
2058,DHARAKHOH,DHQ,22.0097° N,77.9500° E,460443
2059,DHARAMPUR,DMPR,20.5401° N,73.1792° E,0
2060,DHARAMTUL,DML,26.1903° N,92.3740° E,782105
2061,DHARANGAON,DXG,21.0146° N,75.2742° E,425105
2062,DHARESHWAR,DRS,14.3757° N,74.4086° E,306001
2063,DHAREWADA,DRW,23.9739° N,72.3799° E,384151
2064,DHARHARA,DRH,25.2564° N,86.4023° E,811212
2065,DHARI JN,DARI,21.3266° N,71.0253° E,365640
2066,DHARIWAL,DHW,31.9585° N,75.3232° E,143519
2067,DHARMABAD,DAB,18.8992° N,77.8424° E,431809
2068,DHARMADAM,DMD,11.7775° N,75.4703° E,670106
2069,DHARMAJ,DMJ,22.4153° N,72.7895° E,388430
2070,DHARMANAGAR,DMR,24.3783° N,92.1548° E,799250
2071,DHARMAPURI,DPJ,12.1211° N,78.1582° E,636701
2072,DHARMAVARAM JN,DMM,,,515672
2073,DHARMINIYA,DRQ,,,845433
2074,DHARMKUNDI,DKI,,,0
2075,DHARMPUR HMCHL,DMP,,,0
2076,DHARNAODA,DHR,29.5301° N,75.9957° E,473110
2077,DHARODI,DHY,29.6398° N,76.0653° E,126116
2078,DHARUADIHI,DIH,,,770022
2079,DHARUR,DRR,18.8192° N,76.1097° E,501121
2080,DHARWAR,DWR,15.4589° N,75.0078° E,580001
2081,DHASA JN,DAS,,,364740
2082,DHAT,DHAT,30.8215° N,75.6223° E,0
2083,DHATRIGRAM,DTAE,23.2796° N,88.3130° E,713405
2084,DHAULIMUHAN,DLMH,20.0805° N,85.6030° E,752018
2085,DHAULPUR,DHO,26.7018° N,77.8901° E,0
2086,DHAUNI,DWLE,,,813107
2087,DHAURA,DUA,28.5759° N,79.4169° E,284403
2088,DHAURMUI JAGHNA,DUM,27.2921° N,77.5362° E,321025
2089,DHAURSALAR,DUO,26.7834° N,80.0854° E,209210
2090,DHAVALAS,DHS,18.1467° N,75.3288° E,413208
2091,DHEENA,DHA,25.3440° N,83.4153° E,232106
2092,DHEKIAJULI ROAD,DKJR,26.8098° N,92.4516° E,784111
2093,DHEKVAD,DWD,,,425412
2094,DHENGLI PP GOAN,DGPP,,,0
2095,DHIGAWARA,DGW,,,301414
2096,DHIMSIRI,DMSR,,,283111
2097,DHINDHORA HKMKD,DNHK,,,322236
2098,DHINOJ,DHJ,,,384225
2099,DHIRGANJ,DHRJ,,,230402
2100,DHODA KHEDI,DHKR,30.0184° N,76.8424° E,136118
2101,DHODHAR,DOD,23.7785° N,75.1049° E,457339
2102,DHODRA MOHAR,DOH,22.2753° N,77.8653° E,460440
2103,DHOGRI,DRE,31.4020° N,75.6354° E,144025
2104,DHOKI,DKY,18.3712° N,76.1045° E,413508
2105,DHOLA JN,DLJ,21.8222° N,71.7394° E,364320
2106,DHOLA MAZRA,DHMZ,30.1155° N,76.8573° E,136135
2107,DHOLBAZA,DLZ,25.4823° N,87.0843° E,854318
2108,DHOLI,DOL,25.9931° N,85.5921° E,843105
2109,DHOLIKUA,DOLK,20.8309° N,73.2122° E,396560
2110,DHOLIPAL,DPK,29.7526° N,74.2737° E,335064
2111,DHOLKA,DOK,22.7349° N,72.4402° E,387810
2112,DHONDHA DIH,DDD,,,233301
2113,DHONDI,DNDI,19.0883° N,76.7423° E,431521
2114,DHONE,DHNE,15.3960° N,77.8732° E,518222
2115,DHORAJI,DJI,21.7398° N,70.4491° E,360410
2116,DHRANGDHRA,DHG,22.9832° N,71.4745° E,363320
2117,DHRUMATH,DRMT,23.0530° N,71.6495° E,0
2118,DHUANKHERI,DKRA,23.5667° N,76.7833° E,458778
2119,DHUBRI,DBB,26.0207° N,89.9743° E,783324
2120,DHUBULIA,DHU,23.4924° N,88.4532° E,741139
2121,DHULABARI,DBQ,26.3104° N,88.2058° E,733207
2122,DHULE,DHI,20.9042° N,74.7749° E,424001
2123,DHULGHAT,DGT,21.5165° N,76.8058° E,443402
2124,DHULIAN GANGA,DGLE,24.6723° N,87.9383° E,742202
2125,DHULIPALLA,DUP,16.4139° N,80.0863° E,522412
2126,DHULKOT,DKT,30.3721° N,76.8005° E,133006
2127,DHUPGURI,DQG,26.5821° N,89.0051° E,735210
2128,DHURANA,DHRN,29.2348° N,76.7873° E,131306
2129,DHURI JN,DUI,30.3730° N,75.8662° E,148024
2130,DHURWASIN P H,DRSN,,,484224
2131,DHUTRA,DTV,21.8993° N,84.0909° E,768203
2132,DHUVA,DV,22.7171° N,70.9472° E,363621
2133,DHUWALA,DWL,25.5945° N,74.1299° E,311026
2134,DIAMOND HARBOUR,DH,22.1987° N,88.2023° E,743331
2135,DIBAI,DIB,28.2091° N,78.2562° E,203393
2136,DIBNAPUR,DBNR,25.9091° N,93.7266° E,801105
2137,DIBOLONG,DBLG,25.5951° N,93.0857° E,788832
2138,DIBRUGARH,DBRG,27.4728° N,94.9120° E,786003
2139,DIBRUGARH TOWN,DBRT,27.4728° N,94.9120° E,786001
2140,DICHPALLI,DHP,18.6045° N,78.2106° E,503175
2141,DIDARGANJ ROAD,DJD,26.0919° N,82.8015° E,223222
2142,DIDWANA,DIA,27.4024° N,74.5756° E,341303
2143,DIGARU,DGU,26.2337° N,91.9405° E,782402
2144,DIGBOI,DBY,27.3951° N,95.6300° E,786171
2145,DIGHA,DGHA,21.6266° N,87.5074° E,721428
2146,DIGHORI BUZURG,DGY,21.1089° N,79.2306° E,441204
2147,DIGHWA DUBAULI,DWDI,26.2615° N,84.7446° E,841413
2148,DIGHWARA,DGA,25.7447° N,85.0138° E,841207
2149,DIGNAGAR,DTG,23.3279° N,88.4512° E,741401
2150,DIGOD,DXD,25.2172° N,76.0798° E,325201
2151,DIGSAR,DXR,22.7265° N,71.4797° E,363040
2152,DIGUVAMETTA,DMT,15.3931° N,78.8319° E,523367
2153,DIHAKHO,DKE,25.4508° N,93.1271° E,0
2154,DIJAOBRA,DJB,,,475110
2155,DIKOM,DKM,27.4506° N,95.0829° E,786101
2156,DILAWARNAGAR,DIL,26.9605° N,80.6632° E,226103
2157,DILDARNAGAR JN,DLN,,,232326
2158,DILLIDEWANGANJ,DVJ,25.4328° N,87.7787° E,854116
2159,DILMILI,DMK,18.9743° N,81.7514° E,494442
2160,DILWA,DLW,30.2230° N,75.6641° E,805125
2161,DIMAPUR,DMV,25.9091° N,93.7266° E,797112
2162,DINA NAGAR,DNN,32.1266° N,75.4636° E,143531
2163,DINAGAON,DIQ,,,782001
2164,DINDIGUL JN,DG,,,624003
2165,DINDU G PURAM H,DGB,,,0
2166,DING,DING,29.4601° N,75.2618° E,125055
2167,DINGWAHI,DWI,25.2921° N,79.8724° E,210120
2168,DINHATA,DHH,26.1291° N,89.4695° E,736135
2169,DINHATTA CLGE H,DCH,,,736135
2170,DINKAR GRAM SIM,DKGS,,,851126
2171,DIPHU,DPU,25.8465° N,93.4299° E,782460
2172,DIPLANA,DPLN,29.1795° N,74.8829° E,335504
2173,DIPORE,DIP,26.1300° N,91.6600° E,444904
2174,DISA,DISA,13.0340° N,77.5169° E,385540
2175,DITOKCHERRA,DTC,25.0928° N,92.8046° E,788818
2176,DIVA,DIVA,19.1869° N,73.0478° E,400612
2177,DIVINE NAGAR,DINR,10.2858° N,76.3368° E,680309
2178,DIVITI PALLI,DTP,,,0
2179,DIWANA,DWNA,29.3162° N,76.9744° E,132106
2180,DIWANKHAVATI,DWV,17.8550° N,73.4186° E,415640
2181,DIYATARA ROAD,DTRD,27.7336° N,72.8400° E,334303
2182,DIYODAR,DEOR,24.1095° N,71.7771° E,385330
2183,DIYURI,DYU,29.6422° N,80.1387° E,148024
2184,DOBBSPET,DBS,13.2278° N,77.2416° E,562111
2185,DOBHI,DHE,24.5398° N,84.9152° E,222149
2186,DODBALLAPUR,DBU,13.2957° N,77.5364° E,561203
2187,DODBELE,DBL,13.2165° N,77.3523° E,562132
2188,DODDAMPATTI,DPI,12.1813° N,78.4222° E,635305
2189,DODH,DODH,30.8435° N,74.5185° E,389151
2190,DODJALA H,DJL,13.1834° N,77.6522° E,562157
2191,DOHNA,DOX,28.4559° N,79.4385° E,243202
2192,DOHRIGHAT,DIT,26.2719° N,83.5095° E,276306
2193,DOIKALLU,DKLU,19.7414° N,83.4852° E,765020
2194,DOIWALA,DWO,30.1759° N,78.1242° E,248140
2195,DOKWA,DKWA,28.5817° N,75.3223° E,331023
2196,DOLAJI KA KHERA,DJKR,25.4487° N,73.9330° E,313331
2197,DOLAVALI,DLV,18.8342° N,73.3244° E,410202
2198,DOMBIVILI,DI,19.2094° N,73.0939° E,421201
2199,DOMINGARH,DMG,26.7649° N,83.3412° E,273015
2200,DONAKONDA,DKD,15.8339° N,79.4844° E,523305
2201,DONDAICHA,DDE,21.3245° N,74.5564° E,425408
2202,DONGARGAON,DGN,20.9702° N,80.8501° E,450337
2203,DONGARGARH,DGG,21.1870° N,80.7619° E,491445
2204,DONGRI BUZURG,DGBZ,21.5498° N,79.6943° E,441907
2205,DONIGAL,DOGL,12.9182° N,75.7549° E,573134
2206,DONKINAVALASA,DNV,18.4837° N,83.3544° E,535578
2207,DONTA,DON,23.2277° N,76.1175° E,0
2208,DORAHA,DOA,30.7986° N,76.0302° E,141421
2209,DORAVART CHTRAM,DVR,13.8182° N,79.9482° E,524123
2210,DORNAHALLI,DOY,12.3891° N,76.9629° E,0
2211,DORNAKAL JN,DKJ,,,506381
2212,DOSAPADU,DPD,16.4669° N,80.9498° E,521321
2213,DOSVADA,DSD,21.1232° N,73.4946° E,394670
2214,DR AMBEDKAR NGR,DADN,22.5505° N,75.7625° E,453441
2215,DRSKSN GARHPURA,DSKG,,,848207
2216,DUBAHA,DUBH,25.5742° N,85.7333° E,848125
2217,DUBIA,DBW,25.2642° N,55.3159° E,784178
2218,DUBRAJPUR,DUJ,23.7946° N,87.3761° E,731123
2219,DUDAHI,DUE,26.7968° N,84.1462° E,274302
2220,DUDDHINAGAR,DXN,24.2129° N,83.2403° E,231208
2221,DUDHANI,DUD,17.3585° N,76.3681° E,413220
2222,DUDHAUNDA,DDNA,25.5734° N,83.0817° E,222129
2223,DUDHIA KHURD,DYK,28.4673° N,80.2168° E,262122
2224,DUDHNOI,DDNI,25.9861° N,90.7866° E,783124
2225,DUDHWAKHARA,DKX,28.4808° N,75.0932° E,331029
2226,DUDIA,DUK,26.8198° N,88.2449° E,342801
2227,DUDWA,DDW,28.5249° N,80.7062° E,262902
2228,DUDWINDI,DDY,31.2521° N,75.2567° E,144620
2229,DUGANPUR,DUN,28.6678° N,79.1238° E,243701
2230,DUGDA,DDGA,23.7483° N,86.1523° E,828404
2231,DUGDOL,DGQ,24.6468° N,72.0913° E,385310
2232,DUGGIRALA,DIG,16.3274° N,80.6285° E,522330
2233,DUHAI,DXH,28.7304° N,77.4759° E,201206
2234,DUHRU,DXU,31.9787° N,76.2841° E,148024
2235,DUKHERI,DOKY,30.2805° N,76.8807° E,133004
2236,DUKHNAWARAN,DUQ,30.3470° N,76.3961° E,0
2237,DULARIA,DRA,21.1055° N,79.0978° E,461116
2238,DULIAJAN,DJG,27.3572° N,95.3223° E,786602
2239,DULLABCHERRA,DLCR,24.4858° N,92.4342° E,788736
2240,DULLAHAPUR,DLR,25.8013° N,83.4243° E,275202
2241,DULRASAR,DUS,28.2870° N,74.5170° E,331403
2242,DUM DUM,DDJ,22.6420° N,88.4312° E,700030
2243,DUM DUM CANT,DDC,22.6370° N,88.4124° E,700028
2244,DUM DUMA TOWN,DUT,27.5664° N,95.5552° E,786151
2245,DUMARIYA,DY,24.4416° N,84.3989° E,321411
2246,DUMDANGI,DMZ,26.4771° N,88.2960° E,733207
2247,DUMERTA,DMF,22.2156° N,84.9063° E,770036
2248,DUMIYANI,DUY,21.7510° N,70.3368° E,0
2249,DUMKA,DUMK,24.2855° N,87.2419° E,814101
2250,DUMRAON,DURE,25.5501° N,84.1500° E,802133
2251,DUMRI BIHAR,DMBR,25.6228° N,84.1844° E,825315
2252,DUMRI HALT,DMRX,25.2460° N,86.0293° E,811302
2253,DUMRI JUARA,DRI,25.7491° N,84.8710° E,841211
2254,DUMRI KHURD P H,DKU,,,441105
2255,DUMURDAHA,DMLE,23.0400° N,88.4322° E,712515
2256,DUMURIPUT,DMRT,18.7692° N,82.7974° E,764021
2257,DUNDARA,DOR,25.8896° N,72.7882° E,342801
2258,DUNDI,DDCE,25.7437° N,79.2620° E,483050
2259,DUNDLOD MKDGRH,DOB,27.9390° N,75.2371° E,333705
2260,DUNGAR JN,DGJ,21.0682° N,71.5667° E,365555
2261,DUNGARDA,DNGD,20.8234° N,73.4740° E,396580
2262,DUNGARPUR,DNRP,23.8417° N,73.7147° E,314001
2263,DUNGGARPUR QURY,DUV,,,314001
2264,DUNGRI,DGI,20.6903° N,72.9497° E,396375
2265,DUNGRIPALI,DJX,21.0475° N,83.5510° E,767023
2266,DUPADU,DUU,15.9165° N,79.3677° E,518002
2267,DURAUNDHA JN,DDA,26.0869° N,84.4594° E,841233
2268,DURG,DURG,21.1904° N,81.2849° E,491001
2269,DURGACHAK,DZK,22.0758° N,88.1365° E,0
2270,DURGACHAK TOWN,DZKT,22.0664° N,88.1354° E,721606
2271,DURGADA GATE,DGDG,17.2124° N,82.3490° E,533449
2272,DURGANAGAR,DGNR,22.6493° N,88.4149° E,700079
2273,DURGAPUR,DGR,23.5204° N,87.3119° E,713201
2274,DURGAPURA,DPA,23.5204° N,87.3119° E,302020
